,#id,sentence_length,characters_per_word,syllables_per_word,text_length,noun_phrases_per_sent,tree_height,sub_clauses_per_sent,sents_with_verb_as_root,sents_with_nouns_as_root,POS_verbs,POS_aux_verbs,POS_nouns,POS_adjectives,POS_punctuations,POS_determiners,POS_pronouns,POS_conjunctions,POS_numerales,POS_adpositions,ttr,lexical_complexity_score,verbs_in_sentence,semantic_similarity_nouns,semantic_similarity_verbs,semantic_similarity_adjectives,pronouns_per_sentence,articles_per_sentence,count_of_discourse_markers,Contingency.Cause.Reason,Expansion.Substitution.Arg2-as-subst,Contingency.Cause.Result,Contingency.Purpose.Arg1-as-goal,Expansion.Conjunction,Temporal.Asynchronous.Succession,Comparison.Contrast,Temporal.Asynchronous.Precedence,Expansion.Exception.Arg2-as-except,Comparison.Concession.Arg1-as-denier,Contingency.Negative-condition.Arg2-as-negCond,Expansion.Disjunction,Expansion.Manner.Arg1-as-manner,Contingency.Negative-condition.Arg1-as-negCond,Comparison.Concession.Arg2-as-denier,Temporal.Synchronous,Contingency.Purpose.Arg2-as-goal,Expansion.Exception.Arg1-as-except,Expansion.Level-of-detail.Arg2-as-detail,Expansion.Substitution.Arg1-as-subst,Contingency.Condition.Arg1-as-cond,Expansion.Instantiation.Arg2-as-instance,Contingency.Condition.Arg2-as-cond,Expansion.Equivalence,Expansion.Manner.Arg2-as-manner
109,summary_FFN_maz-3377,16.285714000000002,5.789474,2.035088,114,4.571429,6.857142999999999,0.28571399999999997,0.28571399999999997,0.0,0.122807,0.06140399999999999,0.245614,0.096491,0.073171,0.157895,0.017544,0.035088,0.157895,0.140351,0.7289720000000001,8.064949,2.0,0.16655999999999999,0.44851,0.252155,0.28571399999999997,2.142857,1.5714290000000002,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
110,summary_FFN_maz-3415,21.0,6.111111,2.095238,63,5.6666669999999995,7.6666669999999995,2.333333,0.333333,0.0,0.15872999999999998,0.06349199999999999,0.190476,0.095238,0.136986,0.095238,0.095238,0.12698399999999999,0.20634899999999998,0.06349199999999999,0.8,8.401782,3.333333,0.14178,0.393347,0.209879,2.0,1.0,3.333333,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
111,summary_FFN_maz-3547,20.166667,6.8099169999999996,2.347107,121,5.0,6.5,0.5,0.5,0.0,0.099174,0.041322000000000005,0.24793400000000002,0.115702,0.083333,0.17355399999999999,0.008264,0.033058,0.190083,0.107438,0.756522,8.520050999999999,2.0,0.215414,0.418455,0.331467,0.166667,2.666667,1.5,0,0,0,0,3,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
112,summary_FFN_maz-4031,19.75,6.202532,2.367089,79,5.75,6.75,0.25,0.0,0.0,0.139241,0.075949,0.227848,0.101266,0.08139500000000001,0.126582,0.037975,0.037975,0.18987300000000001,0.126582,0.786667,8.436417,2.75,0.177043,0.405042,0.136996,0.75,2.0,2.75,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0
113,summary_FFN_maz-4181,16.2,5.777778,2.123457,81,4.6,6.0,1.2,0.2,0.0,0.17284000000000002,0.049382999999999996,0.27160500000000004,0.074074,0.119565,0.185185,0.024691,0.037037,0.209877,0.09876499999999999,0.763158,8.068042,2.8,0.169318,0.393921,0.080451,0.4,2.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
114,summary_FFN_maz-4282,18.0,5.805556,2.069444,72,4.25,6.25,1.25,0.25,0.0,0.152778,0.069444,0.194444,0.097222,0.13253,0.152778,0.069444,0.069444,0.208333,0.069444,0.779412,6.817322,2.75,0.174526,0.38108000000000003,0.127277,1.25,1.75,2.0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
115,summary_FFN_maz-4403,23.75,6.4,2.484211,95,7.0,7.5,1.25,0.75,0.0,0.094737,0.021053,0.29473699999999997,0.08421100000000001,0.095238,0.147368,0.010526,0.0,0.252632,0.189474,0.714286,8.318968,2.25,0.063404,0.40796,0.036862,0.25,2.75,1.25,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
116,summary_FFN_maz-4428,14.0,5.428571,2.190476,42,4.6666669999999995,6.3333330000000005,1.0,0.333333,0.0,0.14285699999999998,0.047619,0.261905,0.07142899999999999,0.125,0.14285699999999998,0.047619,0.0,0.23809499999999997,0.14285699999999998,0.8205129999999999,7.575292999999999,2.0,0.071707,0.48039499999999996,0.139694,0.666667,1.666667,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,summary_FFN_maz-4472,21.0,5.771429,2.047619,105,5.2,7.0,1.0,0.2,0.0,0.12380999999999999,0.05714299999999999,0.2,0.05714299999999999,0.078947,0.152381,0.019048,0.085714,0.13333299999999998,0.12380999999999999,0.7821779999999999,8.069968,2.6,0.120816,0.37140100000000004,0.144554,0.4,2.8,2.8,0,0,1,1,3,0,2,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
118,summary_FFN_maz-4636,19.666667,6.20339,2.0338979999999998,59,4.6666669999999995,6.0,1.0,0.666667,0.0,0.152542,0.016949000000000002,0.186441,0.152542,0.092308,0.118644,0.033898000000000005,0.050847,0.152542,0.084746,0.875,7.882266,3.0,0.184994,0.47807299999999997,0.160296,0.666667,1.666667,2.333333,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
119,summary_FFN_maz-4794,21.0,5.742857,2.0095240000000003,105,5.8,7.6,0.6,0.6,0.0,0.14285699999999998,0.038095,0.219048,0.095238,0.086957,0.12380999999999999,0.07619,0.05714299999999999,0.180952,0.12380999999999999,0.67,8.210714,3.0,0.183842,0.332712,0.229116,1.6,2.2,2.6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
120,summary_FFN_maz-4959,15.142857000000001,5.962264,2.160377,106,4.0,6.571428999999999,0.428571,0.0,0.0,0.160377,0.075472,0.254717,0.075472,0.086207,0.198113,0.018868,0.037736,0.17924500000000002,0.09434,0.69697,8.645967,2.428571,0.23754899999999998,0.486213,0.279497,0.28571399999999997,2.142857,0.857143,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
121,summary_FFN_maz-5007,18.5,5.081081,1.837838,37,5.0,6.5,1.0,1.0,0.0,0.13513499999999998,0.054054,0.18918900000000002,0.081081,0.139535,0.108108,0.054054,0.054054,0.216216,0.108108,0.8857139999999999,7.540089999999999,2.5,0.20108299999999998,0.39027399999999995,0.123698,1.0,2.0,2.5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122,summary_FFN_maz-5010,19.0,6.578947,2.368421,19,6.0,5.0,1.0,0.0,0.0,0.21052600000000002,0.10526300000000001,0.263158,0.052632000000000005,0.095238,0.157895,0.052632000000000005,0.052632000000000005,0.157895,0.052632000000000005,1.0,7.655100999999999,4.0,0.077218,0.418392,0.0,1.0,1.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,summary_FFN_maz-5012,14.428571,5.762376000000001,2.108911,101,4.0,5.428571,0.14285699999999998,0.428571,0.0,0.11881199999999999,0.059405999999999994,0.247525,0.11881199999999999,0.09009,0.168317,0.029702999999999997,0.019802,0.207921,0.11881199999999999,0.734043,8.013012,1.714286,0.240217,0.514666,0.10298099999999999,0.428571,1.714286,1.0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
124,summary_FFN_maz-5039,17.75,6.43662,2.225352,71,5.5,7.75,0.75,0.25,0.0,0.15492999999999998,0.056338,0.253521,0.169014,0.1125,0.098592,0.042254,0.056338,0.183099,0.112676,0.880597,9.183256,2.75,0.202431,0.41293500000000005,0.288326,0.75,1.0,1.25,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
125,summary_FFN_maz-5144,16.333333,5.785714,2.081633,98,4.5,7.3333330000000005,1.333333,0.166667,0.0,0.193878,0.091837,0.22449000000000002,0.10204099999999999,0.125,0.122449,0.051019999999999996,0.051019999999999996,0.214286,0.091837,0.7608699999999999,8.491899,3.166667,0.188328,0.436675,0.22129000000000001,0.833333,1.5,1.166667,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,summary_FFN_maz-5297,20.75,6.060241,2.096386,83,6.5,7.75,1.0,0.25,0.0,0.14457799999999998,0.084337,0.26506,0.10843399999999999,0.107527,0.168675,0.024096,0.060240999999999996,0.168675,0.12048199999999999,0.759494,8.488191,3.0,0.207643,0.452928,0.18826400000000001,0.5,2.25,1.75,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
127,summary_FFN_maz-5701,28.0,6.047619,2.130952,84,7.6666669999999995,8.666667,3.333333,0.0,0.0,0.15476199999999998,0.07142899999999999,0.202381,0.07142899999999999,0.134021,0.178571,0.07142899999999999,0.047619,0.202381,0.107143,0.740741,8.579592,4.3333330000000005,0.141023,0.26350500000000004,0.22495199999999999,2.0,3.333333,5.0,2,1,0,1,0,0,3,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0
128,summary_FFN_maz-5709,17.166667,5.883495,2.126214,103,4.5,7.0,1.0,0.333333,0.0,0.165049,0.06796100000000001,0.20388299999999998,0.116505,0.104348,0.14563099999999998,0.06796100000000001,0.038835,0.18446600000000002,0.097087,0.765306,7.943639,2.833333,0.086377,0.260315,0.149366,1.166667,1.833333,1.5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
129,summary_FFN_maz-5715,16.25,5.907692,2.184615,65,3.0,6.75,1.0,0.0,0.0,0.184615,0.076923,0.153846,0.076923,0.13333299999999998,0.12307699999999999,0.030769,0.076923,0.215385,0.061538,0.901639,8.263589999999999,3.0,0.129079,0.531165,0.049227999999999994,0.5,1.0,2.0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
130,summary_FFN_maz-5873,19.0,5.789474,2.087719,57,5.3333330000000005,8.0,0.666667,0.333333,0.0,0.10526300000000001,0.035088,0.280702,0.052632000000000005,0.109375,0.21052600000000002,0.0,0.017544,0.192982,0.140351,0.777778,8.518351,2.0,0.128716,0.460012,0.362563,0.0,3.0,2.0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131,summary_FFN_maz-5876,20.0,5.275,1.875,80,5.75,6.5,1.75,0.75,0.0,0.15,0.0625,0.15,0.0875,0.139785,0.0875,0.1125,0.0375,0.225,0.1125,0.684211,7.667075,3.0,0.201147,0.36951999999999996,0.178426,2.25,1.0,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
132,summary_FFN_maz-5932,14.333332999999998,5.496124,1.937984,129,3.777778,4.6666669999999995,1.333333,0.44444399999999995,0.11111099999999999,0.139535,0.046512,0.232558,0.054264,0.128378,0.147287,0.031007999999999997,0.054264,0.24031,0.085271,0.7131149999999999,7.373832000000001,2.0,0.188113,0.341211,0.217611,0.44444399999999995,1.7777779999999999,1.888889,2,0,0,1,4,1,2,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0
133,summary_FFN_maz-6046,10.5,6.142857,2.238095,21,3.5,4.5,0.5,1.0,0.0,0.14285699999999998,0.0,0.190476,0.047619,0.125,0.047619,0.047619,0.047619,0.28571399999999997,0.14285699999999998,1.0,8.010028,1.5,0.041127,0.419333,0.0,0.5,0.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,summary_FFN_maz-6165,19.125,5.320261,1.895425,153,4.875,6.0,0.5,0.375,0.125,0.12418299999999999,0.052288,0.196078,0.058824,0.078313,0.150327,0.045752,0.039216,0.17647100000000002,0.117647,0.655172,7.915396,2.375,0.154279,0.348513,0.096969,0.875,2.125,2.125,1,0,2,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0
135,summary_FFN_maz-6193,25.5,5.352941,1.852941,102,7.75,7.0,0.75,0.25,0.25,0.156863,0.078431,0.205882,0.068627,0.089286,0.166667,0.08823500000000001,0.029412,0.166667,0.10784300000000001,0.742268,7.545389999999999,4.0,0.247486,0.53472,0.242973,2.25,3.5,1.25,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
136,summary_FFN_maz-6539,29.75,6.478992,2.352941,119,7.75,7.75,1.0,0.5,0.0,0.117647,0.042017,0.235294,0.134454,0.06299199999999999,0.117647,0.02521,0.05042,0.14285699999999998,0.117647,0.747826,9.136909,3.5,0.20353800000000002,0.357049,0.136705,0.75,2.25,2.5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
137,summary_FFN_maz-6728,22.75,6.32967,2.120879,91,6.25,6.75,0.5,0.5,0.0,0.098901,0.043956,0.263736,0.131868,0.080808,0.153846,0.021978,0.021978,0.175824,0.153846,0.7471260000000001,8.089176,2.25,0.179557,0.502737,0.12600699999999998,0.5,2.5,1.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
138,summary_FFN_maz-6918,17.5,6.1,2.164286,140,4.625,6.125,1.0,0.25,0.0,0.135714,0.064286,0.207143,0.121429,0.10256400000000002,0.15,0.042857,0.042857,0.192857,0.078571,0.727273,9.226188,2.375,0.195117,0.40981999999999996,0.21202600000000002,0.75,1.5,1.0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
139,summary_FFN_maz-6993,17.0,6.352941,2.1882349999999997,85,5.0,6.6,0.8,0.6,0.0,0.082353,0.035294,0.270588,0.082353,0.09574500000000001,0.2,0.035294,0.047059,0.211765,0.070588,0.65,8.479907,1.4,0.185384,0.35436799999999996,0.101101,0.6,3.4,2.6,3,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
140,summary_FFN_maz-7053,16.5,5.765152,2.060606,132,4.375,6.0,0.5,0.5,0.125,0.12121199999999999,0.045455,0.234848,0.090909,0.12,0.151515,0.037879,0.053029999999999994,0.204545,0.10606099999999999,0.696,8.152721000000001,2.0,0.180346,0.433472,0.190151,0.625,1.625,1.375,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
141,summary_FFN_maz-7071,26.5,6.018868,2.415094,53,8.5,7.0,2.5,0.0,0.0,0.169811,0.056603999999999995,0.245283,0.075472,0.184615,0.09434,0.018868,0.075472,0.37735799999999997,0.11320799999999999,0.8627450000000001,8.53037,4.5,0.097359,0.46628100000000006,0.13439,0.5,2.0,3.5,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
142,summary_FFN_maz-7220,25.5,6.186275,2.2647060000000003,102,7.75,7.75,1.75,0.75,0.0,0.137255,0.04902,0.21568600000000002,0.08823500000000001,0.097345,0.147059,0.08823500000000001,0.029412,0.196078,0.127451,0.744898,9.491641,3.5,0.273268,0.456638,0.27879,2.25,3.0,1.25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
143,summary_FFN_maz-7690,14.125,5.867257,2.079646,113,4.0,4.875,0.625,0.375,0.0,0.132743,0.053097000000000005,0.274336,0.097345,0.103175,0.19469,0.017699,0.017699,0.19469,0.132743,0.707547,8.344764999999999,1.875,0.098341,0.46112600000000004,0.153084,0.25,2.25,0.75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0
144,summary_FFN_maz-7967,13.25,6.132075,2.132075,53,4.0,6.25,0.5,0.0,0.25,0.132075,0.056603999999999995,0.301887,0.09434,0.10169500000000001,0.226415,0.0,0.037736,0.20754699999999998,0.09434,0.76,8.691073,1.75,0.175576,0.390946,0.173766,0.0,2.5,1.25,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
145,summary_FFN_maz-7969,15.4,6.61039,2.402597,77,4.2,5.8,0.2,0.4,0.0,0.11688299999999999,0.038961,0.272727,0.11688299999999999,0.114943,0.220779,0.012987,0.051948,0.23376599999999997,0.090909,0.722222,8.691206,1.8,0.104387,0.47775100000000004,0.239779,0.2,2.6,1.2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146,summary_FFN_maz-8134,20.75,5.373494,1.927711,83,6.75,6.0,1.5,0.75,0.0,0.13253,0.024096,0.24096399999999998,0.012048,0.117021,0.14457799999999998,0.07228899999999999,0.07228899999999999,0.216867,0.14457799999999998,0.7721520000000001,7.520776,2.75,0.073077,0.354829,0.0,1.5,2.0,2.25,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0
147,summary_FFN_maz-8288,15.75,6.142857,2.214286,126,4.5,6.0,0.5,0.375,0.0,0.134921,0.047619,0.23809499999999997,0.07936499999999999,0.086957,0.14285699999999998,0.039682999999999996,0.055555999999999994,0.190476,0.134921,0.7203390000000001,8.542422,2.125,0.11930299999999999,0.417735,0.054742,0.625,1.5,2.125,1,0,0,0,4,1,1,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,1,0,0
148,summary_FFN_maz-8361,23.0,6.208696,2.1565220000000003,115,6.6,7.4,1.4,0.4,0.0,0.13913,0.052174,0.2,0.069565,0.094488,0.147826,0.034783,0.043477999999999996,0.173913,0.12173900000000001,0.7,8.223359,3.2,0.249542,0.359482,0.161379,0.8,2.2,1.6,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,summary_FFN_maz-8509,23.4,5.529915,1.9230770000000001,117,6.2,7.0,1.6,0.8,0.0,0.12820499999999999,0.034187999999999996,0.213675,0.09401699999999999,0.11363599999999999,0.13675199999999998,0.05128200000000001,0.08547,0.196581,0.10256400000000002,0.803571,8.240442,3.0,0.138872,0.43866499999999997,0.14391900000000002,1.2,1.8,3.8,4,1,1,0,2,1,1,1,0,0,0,1,0,0,1,2,2,0,0,1,0,1,0,0,0
150,summary_FFN_maz-8563,21.6,5.962962999999999,2.046296,108,5.0,7.0,1.2,0.4,0.0,0.11111099999999999,0.027777999999999997,0.231481,0.083333,0.107438,0.138889,0.027777999999999997,0.064815,0.212963,0.12037,0.7475729999999999,8.636673,2.4,0.139551,0.20069800000000002,0.19253,0.6,2.4,3.0,1,0,1,0,5,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0
151,summary_FFN_maz-8586,23.5,5.836879,2.06383,141,5.8333330000000005,7.6666669999999995,1.166667,0.333333,0.0,0.134752,0.049645,0.21276599999999998,0.134752,0.101911,0.134752,0.049645,0.035461,0.177305,0.113475,0.7259260000000001,8.359135,3.166667,0.19204100000000002,0.46456499999999995,0.21074,1.166667,1.5,2.166667,2,0,0,0,2,0,1,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0
152,summary_FFN_maz-8665,17.142857,5.575,1.9916669999999999,120,5.142857,6.714286,1.5714290000000002,0.428571,0.0,0.158333,0.058333,0.191667,0.058333,0.12408800000000002,0.125,0.083333,0.05,0.208333,0.083333,0.6991149999999999,8.515392,2.714286,0.168428,0.375838,0.200508,1.4285709999999998,1.285714,2.0,2,0,1,0,5,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0
153,summary_FFN_maz-8727,16.0,5.5416669999999995,1.958333,48,3.666667,6.6666669999999995,0.666667,0.0,0.0,0.145833,0.083333,0.1875,0.125,0.09434,0.166667,0.0625,0.020833,0.166667,0.10416700000000001,0.8444440000000001,7.647324,2.333333,0.17868299999999998,0.294671,0.221665,1.0,2.0,1.666667,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
154,summary_FFN_maz-8838,14.5,5.977011,1.988506,87,3.5,5.1666669999999995,0.666667,0.5,0.0,0.137931,0.045977,0.22988499999999998,0.057471,0.08421100000000001,0.149425,0.022989,0.045977,0.20689699999999997,0.091954,0.7901229999999999,8.133944999999999,2.0,0.120387,0.340159,0.17172300000000001,0.333333,2.0,1.666667,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0
155,summary_FFN_maz-8981,25.333333,5.934211,2.197368,76,7.0,7.0,1.0,0.0,0.0,0.131579,0.065789,0.21052600000000002,0.065789,0.073171,0.131579,0.039474,0.039474,0.171053,0.118421,0.767123,7.59961,3.333333,0.211704,0.42906099999999997,0.323868,1.0,2.333333,3.0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
156,summary_FFN_maz-9207,16.25,6.538462,2.4769229999999998,65,3.75,5.75,0.75,0.75,0.0,0.10769200000000001,0.015385,0.215385,0.138462,0.097222,0.153846,0.046154,0.046154,0.215385,0.10769200000000001,0.852459,8.785692,1.75,0.14865699999999998,0.481149,0.233375,0.75,1.25,1.75,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
157,summary_FFN_maz-9335,10.4,6.076923000000001,2.269231,52,2.6,5.0,0.2,0.0,0.2,0.19230799999999998,0.09615399999999999,0.211538,0.05769199999999999,0.118644,0.173077,0.038462,0.019231,0.25,0.09615399999999999,0.75,9.303975999999999,2.0,0.149079,0.36041999999999996,0.305205,0.4,1.0,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
158,summary_FFN_maz-9521,33.0,5.393939,1.969697,66,9.0,8.0,2.5,0.5,0.0,0.212121,0.090909,0.212121,0.045455,0.131579,0.151515,0.030302999999999997,0.045455,0.227273,0.12121199999999999,0.8253969999999999,8.069968,7.0,0.125277,0.32905,0.060925,1.0,3.0,2.5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
159,summary_FFN_maz-9538,19.4,5.412371,1.907216,97,6.0,6.6,1.2,0.0,0.0,0.14432999999999999,0.07216499999999999,0.206186,0.061855999999999994,0.101852,0.164948,0.082474,0.041237,0.175258,0.07216499999999999,0.684783,8.006368,2.8,0.273121,0.31716500000000003,0.117548,1.6,2.6,2.2,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
160,summary_FFN_maz-9612,18.5,5.63964,2.063063,111,5.0,6.8333330000000005,0.833333,0.166667,0.0,0.171171,0.09009,0.216216,0.099099,0.10483900000000002,0.144144,0.054054,0.045045,0.171171,0.099099,0.695238,7.826582000000001,3.166667,0.240331,0.46451099999999995,0.240693,1.0,2.333333,1.166667,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
161,summary_FFN_maz-9650,22.8,5.657895,1.9824560000000002,114,5.2,7.0,1.4,0.2,0.0,0.131579,0.06140399999999999,0.21052600000000002,0.114035,0.095238,0.131579,0.026316000000000003,0.078947,0.201754,0.114035,0.798165,8.877844999999999,3.0,0.275376,0.42752399999999996,0.189834,0.6,2.0,3.2,0,1,1,0,5,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0
162,summary_FFN_maz-9725,17.75,5.556337999999999,2.15493,142,4.75,6.25,0.875,0.5,0.0,0.15492999999999998,0.056338,0.204225,0.10563399999999999,0.095541,0.190141,0.049296,0.042254,0.21126799999999998,0.10563399999999999,0.679104,8.155635,2.75,0.26618600000000003,0.328165,0.18088800000000002,0.875,2.0,1.625,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0
163,summary_FFN_maz-9782,27.333333000000003,5.756098000000001,1.9878049999999998,82,7.3333330000000005,7.6666669999999995,1.666667,0.333333,0.0,0.15853699999999998,0.060976,0.13414600000000002,0.13414600000000002,0.088889,0.10975599999999999,0.121951,0.073171,0.146341,0.085366,0.7721520000000001,7.592649000000001,4.3333330000000005,0.12374500000000001,0.401909,0.165963,3.333333,1.666667,3.666667,2,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
164,summary_FFN_maz-9884,20.6,5.398058,1.854369,103,5.8,7.2,1.4,0.6,0.0,0.15534,0.038835,0.174757,0.097087,0.104348,0.12621400000000002,0.06796100000000001,0.06796100000000001,0.165049,0.087379,0.77551,7.751905000000001,3.2,0.21793600000000002,0.37262199999999995,0.196721,1.4,2.0,3.0,1,0,2,0,2,0,1,0,0,0,0,1,0,0,1,4,2,0,0,0,0,0,1,0,0
165,summary_FFN_maz-9891,20.0,5.691667,2.1333330000000004,120,5.5,8.0,1.0,0.666667,0.0,0.15,0.06666699999999999,0.23333299999999998,0.091667,0.090909,0.125,0.033333,0.041667,0.175,0.14166700000000002,0.754386,7.887099,3.0,0.177689,0.355889,0.176696,0.666667,1.666667,2.166667,2,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
