#id,average_sentence_length_in_token,average_characters_per_word,average_syllables_per_word,text_length_in_token,average_number_of_noun_phrases_per_sentence,average_heights,average_number_of_subordinate_clauses_per_sentence,average_count_of_sentences_with_verb_as_root,average_count_of_sentences_with_nouns_as_root,POS_tag_proportion_for_verbs,POS_tag_proportion_for_aux_verbs,POS_tag_proportion_for_nouns,POS_tag_proportion_for_adjectives,POS_tag_proportion_for_punctuations,POS_tag_proportion_for_determiners,POS_tag_proportion_for_pronouns,POS_tag_proportion_for_conjunctions,POS_tag_proportion_for_numerales,POS_tag_proportion_for_adpositions,ttr,lexical_complexity_score,average_number_of_verbs_in_sentence,average_count_of_pronouns_per_sentence,average_count_of_definite_articles_per_sentence,average_count_of_discourse_markers_per_sentenceaverage_semantic_similarity_of_all_nouns,average_semantic_similarity_of_all_verbs,average_semantic_similarity_of_all_adjectives
summary_FFN_maz-10110,21.8,5.825688,2.119266,109,5.6,7,1.0,0.2,0.0,0.183486,0.082569,0.165138,0.100917,0.099174,0.146789,0.082569,0.06422,0.211009,0.082569,0.730769,7.983065,4.0,1.8,1.8,2.4,0.212902,0.39494,0.214825
summary_FFN_maz-10175,15.5,7.0,2.387097,31,4.5,7,0.5,0.5,0.0,0.16129,0.064516,0.290323,0.096774,0.088235,0.225806,0.0,0.0,0.16129,0.096774,0.896552,7.877018,2.5,0.0,1.5,1.5,0.332962,0.490623,0.183535
summary_FFN_maz-10205,17.666667,5.820755,2.066038,106,5.5,6.666667,1.0,0.5,0.0,0.103774,0.04717,0.216981,0.141509,0.109244,0.141509,0.028302,0.009434,0.188679,0.122642,0.78,8.82652,1.833333,0.5,2.0,0.833333,0.189778,0.551246,0.180492
summary_FFN_maz-10207,27.714286,5.690722,1.979381,194,8.428571,7.857143,1.428571,0.714286,0.0,0.134021,0.041237,0.231959,0.082474,0.097674,0.123711,0.06701,0.082474,0.154639,0.082474,0.691892,8.527178,3.714286,1.857143,2.428571,4.142857,0.205673,0.37305,0.272534
summary_FFN_maz-10374,25.5,5.303922,1.872549,102,6.5,7.5,0.5,0.75,0.0,0.088235,0.019608,0.166667,0.068627,0.055556,0.166667,0.04902,0.04902,0.117647,0.156863,0.663265,8.001789,2.25,1.25,3.0,3.5,0.147925,0.239948,0.129477
summary_FFN_maz-10423,18.0,5.537037,1.953704,108,4.0,7.166667,1.0,0.0,0.0,0.138889,0.064815,0.194444,0.111111,0.114754,0.175926,0.055556,0.027778,0.185185,0.111111,0.705882,7.772746,2.5,1.0,2.166667,2.833333,0.160154,0.3849,0.163175
summary_FFN_maz-10503,14.4,5.916667,2.152778,72,3.8,5.2,0.8,0.6,0.0,0.166667,0.069444,0.194444,0.152778,0.111111,0.152778,0.069444,0.027778,0.208333,0.083333,0.776119,8.620585,2.4,1.0,1.6,1.4,0.199341,0.448109,0.17349
summary_FFN_maz-10575,21.8,5.541284,1.981651,109,5.8,6.6,1.6,0.2,0.0,0.165138,0.06422,0.211009,0.091743,0.106557,0.119266,0.055046,0.073394,0.183486,0.12844,0.740385,8.360556,3.6,1.2,1.4,2.2,0.173484,0.410531,0.227197
summary_FFN_maz-10652,27.0,5.37037,1.814815,27,6.0,7,2.0,0.0,0.0,0.222222,0.111111,0.111111,0.074074,0.15625,0.111111,0.111111,0.074074,0.222222,0.037037,0.884615,7.070724,6.0,3.0,2.0,4.0,0.050376,0.481014,0.10229
summary_FFN_maz-10902,16.5,5.454545,2.040404,99,4.5,6.833333,1.333333,0.166667,0.166667,0.212121,0.10101,0.212121,0.080808,0.123894,0.111111,0.070707,0.070707,0.212121,0.090909,0.755319,6.930027,3.5,1.166667,0.666667,1.666667,0.159402,0.389021,0.274969
summary_FFN_maz-11177,12.666667,5.77193,2.201754,114,3.555556,5.111111,0.333333,0.111111,0.111111,0.131579,0.061404,0.280702,0.096491,0.102362,0.192982,0.0,0.017544,0.219298,0.122807,0.641509,8.206145,1.666667,0.0,1.888889,0.555556,0.150418,0.404044,0.154977
summary_FFN_maz-11279,34.0,5.629412,2.058824,170,11.2,10,4.2,0.6,0.0,0.152941,0.041176,0.194118,0.052941,0.132653,0.141176,0.070588,0.076471,0.188235,0.105882,0.672727,8.207742,5.2,2.4,3.0,5.2,0.242438,0.284886,0.307581
summary_FFN_maz-11280,24.25,6.412371,2.164948,97,6.75,8.25,1.75,0.75,0.0,0.123711,0.030928,0.195876,0.123711,0.101852,0.154639,0.092784,0.051546,0.154639,0.113402,0.763441,8.829958,3.0,2.25,2.5,3.0,0.333504,0.33155,0.174569
summary_FFN_maz-11299,19.0,5.175439,2.035088,57,6.0,6.666667,2.0,0.333333,0.0,0.157895,0.035088,0.175439,0.017544,0.208333,0.105263,0.070175,0.087719,0.350877,0.035088,0.851852,7.04164,3.0,1.333333,1.666667,1.666667,0.16505,0.412915,0.0
summary_FFN_maz-11318,13.777778,6.112903,2.258065,124,3.555556,5.555556,0.666667,0.444444,0.0,0.169355,0.072581,0.25,0.112903,0.107914,0.104839,0.032258,0.016129,0.225806,0.137097,0.73913,8.57897,2.333333,0.444444,1.444444,0.444444,0.109372,0.406121,0.163827
summary_FFN_maz-11507,19.0,6.245614,2.105263,114,5.166667,5.833333,1.166667,0.5,0.0,0.114035,0.026316,0.22807,0.087719,0.102362,0.131579,0.026316,0.035088,0.219298,0.140351,0.75,9.136014,2.166667,0.5,1.833333,1.833333,0.129587,0.425514,0.230606
summary_FFN_maz-11544,19.5,6.615385,2.461538,39,6.0,7,1.0,0.0,0.5,0.153846,0.051282,0.25641,0.153846,0.093023,0.153846,0.051282,0.025641,0.153846,0.128205,0.810811,8.703335,3.0,1.0,2.5,0.5,0.190189,0.403321,0.227829
summary_FFN_maz-11670,14.5,5.528736,2.057471,87,4.5,5.666667,0.833333,0.833333,0.0,0.149425,0.045977,0.206897,0.091954,0.13,0.103448,0.091954,0.011494,0.229885,0.137931,0.82716,7.338695,2.166667,1.333333,0.666667,1.0,0.117556,0.421124,0.164787
summary_FFN_maz-11735,14.25,6.368421,2.315789,57,3.75,5.75,0.75,0.5,0.0,0.175439,0.052632,0.192982,0.140351,0.149254,0.122807,0.035088,0.017544,0.280702,0.070175,0.846154,8.180045,2.5,0.5,1.25,0.75,0.089741,0.346271,0.351356
summary_FFN_maz-11766,15.428571,5.916667,2.231481,108,4.142857,5.571429,1.0,0.428571,0.0,0.185185,0.055556,0.240741,0.064815,0.114754,0.148148,0.018519,0.046296,0.231481,0.092593,0.752475,8.538541,2.857143,0.285714,2.0,1.142857,0.060527,0.362184,0.3097
summary_FFN_maz-11916,19.166667,5.478261,1.991304,115,5.333333,7.166667,1.0,0.5,0.0,0.156522,0.034783,0.208696,0.095652,0.101562,0.13913,0.069565,0.026087,0.2,0.095652,0.715596,7.902116,3.0,1.333333,1.833333,1.166667,0.121223,0.462652,0.140899
summary_FFN_maz-12084,23.25,5.677419,2.032258,93,6.0,8.25,2.0,0.5,0.0,0.225806,0.064516,0.16129,0.096774,0.114286,0.075269,0.139785,0.064516,0.172043,0.096774,0.719101,7.6545,5.25,3.25,1.0,2.5,0.188466,0.388825,0.259716
summary_FFN_maz-12188,9.0,7.0,2.333333,9,2.0,4,0.0,0.0,0.0,0.222222,0.111111,0.222222,0.111111,0.1,0.222222,0.0,0.0,0.222222,0.0,1.0,9.734951,2.0,0.0,1.0,0.0,0.232381,0.0,0.0
summary_FFN_maz-12473,19.0,6.45614,2.280702,57,5.333333,7,1.666667,0.333333,0.0,0.175439,0.070175,0.245614,0.087719,0.123077,0.122807,0.035088,0.052632,0.192982,0.122807,0.796296,8.304731,3.333333,0.666667,1.666667,2.0,0.211712,0.55307,0.411989
summary_FFN_maz-12510,12.0,4.5,1.75,12,5.0,7,2.0,1.0,0.0,0.25,0.083333,0.333333,0.0,0.2,0.083333,0.083333,0.083333,0.333333,0.0,1.0,7.208415,3.0,1.0,1.0,1.0,0.348283,0.278259,0.0
summary_FFN_maz-12576,19.2,6.333333,2.104167,96,4.8,6.4,0.8,0.4,0.2,0.197917,0.09375,0.21875,0.09375,0.085714,0.135417,0.041667,0.0625,0.166667,0.09375,0.782609,8.761797,3.8,0.8,2.0,2.2,0.181824,0.405686,0.258349
summary_FFN_maz-12976,17.571429,5.682927,2.081301,123,5.0,5.857143,0.857143,0.142857,0.0,0.154472,0.056911,0.211382,0.056911,0.121429,0.170732,0.065041,0.056911,0.211382,0.081301,0.681034,7.984715,2.714286,1.142857,2.428571,1.571429,0.172178,0.365363,0.447222
summary_FFN_maz-13015,20.285714,5.626761,2.014085,142,6.285714,6.857143,1.571429,0.571429,0.0,0.161972,0.042254,0.232394,0.077465,0.134146,0.15493,0.077465,0.042254,0.232394,0.105634,0.696296,8.76244,3.285714,1.571429,2.571429,2.142857,0.133744,0.367382,0.171419
summary_FFN_maz-13125,25.75,5.271845,1.902913,103,7.0,8,0.75,0.5,0.0,0.07767,0.029126,0.23301,0.116505,0.072072,0.184466,0.009709,0.038835,0.15534,0.15534,0.676768,9.28646,2.0,0.25,3.5,2.0,0.125633,0.405939,0.132777
summary_FFN_maz-13153,16.25,6.6,2.384615,65,4.25,5.5,0.5,0.0,0.0,0.076923,0.061538,0.276923,0.138462,0.097222,0.169231,0.015385,0.061538,0.184615,0.092308,0.754098,8.136927,1.25,0.25,1.75,2.75,0.18087,0.0,0.19225
summary_FFN_maz-13311,17.833333,6.700935,2.383178,107,4.5,6,1.0,0.333333,0.0,0.130841,0.046729,0.224299,0.130841,0.115702,0.11215,0.046729,0.074766,0.261682,0.121495,0.752475,8.081475,2.333333,0.833333,1.5,2.333333,0.210053,0.461823,0.271141
summary_FFN_maz-13507,20.25,5.530864,2.012346,81,6.25,6.5,1.25,0.75,0.0,0.197531,0.074074,0.148148,0.024691,0.138298,0.111111,0.123457,0.037037,0.234568,0.111111,0.779221,8.566578,4.0,2.5,1.25,1.5,0.280004,0.247538,0.0
summary_FFN_maz-13758,11.75,5.914894,2.12766,47,3.5,4.75,0.5,0.25,0.25,0.12766,0.042553,0.255319,0.06383,0.096154,0.12766,0.06383,0.021277,0.170213,0.12766,0.818182,7.003994,1.5,0.75,1.0,1.5,0.075878,0.495435,0.335949
summary_FFN_maz-13915,19.666667,4.898305,1.728814,59,6.333333,7,2.0,0.666667,0.0,0.186441,0.050847,0.220339,0.033898,0.132353,0.118644,0.084746,0.050847,0.20339,0.118644,0.767857,7.643212,3.666667,1.666667,2.333333,3.0,0.188538,0.513205,-0.070725
summary_FFN_maz-13946,19.0,5.973684,2.105263,152,5.125,7.375,0.75,0.5,0.0,0.125,0.046053,0.256579,0.111842,0.126437,0.144737,0.032895,0.026316,0.223684,0.138158,0.673611,8.606061,2.375,0.625,1.875,1.75,0.216166,0.485802,0.288521
summary_FFN_maz-14047,22.8,6.657895,2.280702,114,6.2,8.2,0.6,0.2,0.0,0.192982,0.070175,0.192982,0.061404,0.065574,0.175439,0.052632,0.070175,0.140351,0.078947,0.688073,7.959625,4.4,1.2,2.6,2.2,0.146215,0.428119,0.221992
summary_FFN_maz-14055,25.5,5.852941,2.078431,102,7.25,7,2.0,0.0,0.0,0.186275,0.088235,0.215686,0.058824,0.128205,0.196078,0.058824,0.04902,0.205882,0.078431,0.731959,8.070594,4.75,1.5,3.75,1.5,0.221468,0.282398,0.15943
summary_FFN_maz-14071,15.5,5.870968,2.096774,31,4.5,6,1.5,0.0,0.0,0.225806,0.129032,0.193548,0.064516,0.138889,0.032258,0.064516,0.0,0.225806,0.096774,0.896552,7.846668,3.5,1.0,0.5,2.0,0.272148,0.39832,0.237679
summary_FFN_maz-14072,10.333333,5.967742,2.16129,31,3.666667,5.333333,0.666667,0.666667,0.333333,0.129032,0.0,0.225806,0.096774,0.138889,0.129032,0.129032,0.096774,0.225806,0.032258,0.827586,8.443612,1.333333,1.333333,1.333333,1.333333,0.079475,0.39231,0.404049
summary_FFN_maz-14172,34.0,5.352941,1.838235,68,9.0,9,4.0,0.0,0.0,0.147059,0.073529,0.205882,0.088235,0.139241,0.176471,0.044118,0.029412,0.205882,0.073529,0.769231,8.080201,5.0,1.5,3.5,3.5,0.168245,0.549044,0.297663
summary_FFN_maz-1423,16.666667,6.18,2.16,50,4.333333,8,1.333333,0.666667,0.0,0.16,0.04,0.26,0.1,0.122807,0.14,0.0,0.04,0.22,0.12,0.893617,7.764287,2.666667,0.0,1.333333,1.666667,0.244188,0.387165,0.142805
summary_FFN_maz-14384,15.6,5.371795,1.717949,78,4.4,5.8,0.6,0.4,0.0,0.115385,0.051282,0.24359,0.064103,0.093023,0.179487,0.038462,0.051282,0.153846,0.102564,0.743243,7.901355,1.8,0.6,1.8,1.4,0.158724,0.453801,0.182043
summary_FFN_maz-14399,18.25,5.780822,2.09589,73,5.75,7.5,1.5,0.75,0.0,0.164384,0.054795,0.260274,0.082192,0.179775,0.136986,0.027397,0.068493,0.287671,0.068493,0.811594,8.613229,3.0,0.5,2.0,1.75,0.158709,0.430474,0.18565
summary_FFN_maz-14422,15.666667,4.744681,1.702128,47,5.333333,5,1.666667,0.666667,0.0,0.170213,0.021277,0.191489,0.0,0.160714,0.148936,0.106383,0.042553,0.234043,0.085106,0.733333,7.346933,2.666667,1.666667,1.333333,1.666667,0.138333,0.361877,0.0
summary_FFN_maz-1453,13.5,5.740741,2.018519,108,4.0,5.625,0.5,0.125,0.25,0.12037,0.046296,0.25,0.074074,0.107438,0.138889,0.037037,0.027778,0.222222,0.148148,0.712871,7.141184,1.625,0.5,1.5,1.125,0.161592,0.348909,0.096254
summary_FFN_maz-14590,18.333333,6.472727,2.163636,55,5.333333,6,1.0,0.0,0.0,0.145455,0.072727,0.254545,0.127273,0.112903,0.2,0.036364,0.018182,0.2,0.072727,0.826923,8.75414,2.666667,0.666667,2.666667,1.0,0.175805,0.442306,0.09608
summary_FFN_maz-14654,22.5,5.577778,2.033333,90,6.0,7,1.5,0.5,0.0,0.144444,0.066667,0.155556,0.088889,0.134615,0.155556,0.077778,0.055556,0.266667,0.055556,0.744186,7.991977,3.25,1.75,2.5,3.25,0.285221,0.418864,0.250142
summary_FFN_maz-14792,18.333333,6.290909,2.245455,110,5.5,7,1.5,0.166667,0.0,0.181818,0.090909,0.218182,0.063636,0.126984,0.109091,0.118182,0.018182,0.236364,0.109091,0.644231,8.318254,3.333333,2.166667,1.5,1.166667,0.211707,0.313067,0.357443
summary_FFN_maz-14813,20.0,5.5,1.95,40,5.0,7.5,1.0,0.5,0.0,0.2,0.05,0.175,0.1,0.090909,0.1,0.075,0.05,0.15,0.05,0.894737,8.860265,4.0,1.5,1.5,4.0,0.056571,0.255352,0.19534
summary_FFN_maz-14841,20.8,6.528846,2.442308,104,6.4,7.6,2.0,0.0,0.0,0.153846,0.067308,0.25,0.125,0.168,0.096154,0.067308,0.057692,0.288462,0.067308,0.757576,9.03878,3.2,1.4,1.6,2.6,0.227263,0.304819,0.280178
summary_FFN_maz-14853,22.285714,5.224359,1.814103,156,6.285714,7.428571,1.571429,0.857143,0.0,0.108974,0.019231,0.224359,0.083333,0.103448,0.147436,0.070513,0.064103,0.173077,0.134615,0.644295,7.515611,2.428571,1.571429,2.571429,2.428571,0.196419,0.338404,0.187615
summary_FFN_maz-14881,18.6,6.150538,2.215054,93,5.0,6,1.4,0.2,0.0,0.16129,0.053763,0.215054,0.086022,0.114286,0.16129,0.043011,0.064516,0.236559,0.075269,0.806818,8.579782,3.0,0.8,2.2,1.4,0.170727,0.393263,0.155215
summary_FFN_maz-15155,12.0,5.05,1.883333,60,3.2,5.2,0.6,0.2,0.0,0.183333,0.1,0.266667,0.033333,0.104478,0.183333,0.033333,0.0,0.216667,0.1,0.672727,7.717432,2.2,0.4,1.6,0.8,0.114145,0.517328,0.356386
summary_FFN_maz-15209,21.666667,6.338462,2.353846,130,5.333333,7.5,0.833333,0.166667,0.0,0.153846,0.069231,0.2,0.107692,0.126667,0.115385,0.046154,0.069231,0.276923,0.084615,0.717742,8.717518,3.333333,1.0,1.833333,3.0,0.083538,0.320346,0.138965
summary_FFN_maz-15347,16.0,5.5,1.96875,96,5.666667,4.666667,1.666667,0.333333,0.166667,0.135417,0.041667,0.229167,0.0625,0.142857,0.145833,0.072917,0.03125,0.229167,0.135417,0.722222,8.1934,2.166667,1.166667,1.666667,1.333333,0.178381,0.372401,0.237489
summary_FFN_maz-15609,18.5,5.702703,2.121622,74,4.0,6.25,1.75,0.0,0.0,0.175676,0.054054,0.202703,0.094595,0.168539,0.175676,0.013514,0.054054,0.256757,0.054054,0.8,7.868637,3.25,0.25,2.25,2.75,0.199285,0.467765,0.36597
summary_FFN_maz-15702,14.333333,5.837209,1.953488,43,4.333333,6.333333,0.666667,0.0,0.0,0.232558,0.093023,0.209302,0.023256,0.104167,0.093023,0.069767,0.0,0.186047,0.139535,0.85,8.989444,3.333333,1.0,1.0,0.0,0.270846,0.395061,0.0
summary_FFN_maz-15734,17.6,5.136364,1.806818,88,3.8,6.6,0.8,0.6,0.0,0.136364,0.056818,0.227273,0.090909,0.092784,0.181818,0.022727,0.079545,0.170455,0.113636,0.710843,7.98999,2.4,0.4,2.0,2.4,0.305191,0.422056,0.10282
summary_FFN_maz-15970,26.0,5.076923,1.846154,26,5.0,6,1.0,0.0,0.0,0.076923,0.038462,0.192308,0.153846,0.071429,0.115385,0.038462,0.038462,0.230769,0.076923,0.92,7.174239,2.0,1.0,3.0,3.0,0.041757,0.0,0.098764
summary_FFN_maz-16153,18.0,6.069444,2.180556,72,4.25,7,1.5,0.25,0.0,0.180556,0.055556,0.194444,0.069444,0.142857,0.194444,0.027778,0.083333,0.236111,0.069444,0.808824,8.632944,3.25,0.5,2.75,2.25,0.20612,0.429425,0.19799
summary_FFN_maz-16177,15.333333,5.565217,2.021739,46,4.0,6,0.333333,0.333333,0.0,0.152174,0.086957,0.26087,0.086957,0.08,0.195652,0.021739,0.021739,0.173913,0.108696,0.813953,7.923348,2.333333,0.333333,3.0,1.0,0.1519,0.458524,0.243496
summary_FFN_maz-16250,17.333333,5.423077,1.951923,104,4.666667,6.666667,0.5,0.166667,0.166667,0.115385,0.048077,0.211538,0.076923,0.095652,0.163462,0.057692,0.076923,0.192308,0.115385,0.714286,7.513454,2.0,1.0,2.0,2.333333,0.115733,0.339846,0.151968
summary_FFN_maz-16294,18.142857,5.874016,2.047244,127,5.428571,4.714286,1.0,0.571429,0.0,0.125984,0.031496,0.19685,0.047244,0.111888,0.15748,0.070866,0.023622,0.204724,0.125984,0.733333,7.963077,2.285714,1.285714,2.142857,1.571429,0.194734,0.446318,0.084818
summary_FFN_maz-16353,15.8,5.443038,1.962025,79,4.4,5.8,0.6,0.4,0.0,0.126582,0.050633,0.202532,0.088608,0.091954,0.139241,0.075949,0.012658,0.164557,0.139241,0.743243,8.39931,2.0,1.2,1.8,0.8,0.117658,0.380531,0.150167
summary_FFN_maz-16360,20.5,5.97561,2.170732,41,5.0,7,0.5,0.5,0.0,0.146341,0.04878,0.195122,0.073171,0.068182,0.195122,0.02439,0.02439,0.146341,0.146341,0.820513,8.694675,3.0,0.5,2.5,1.5,0.083777,0.481553,0.335861
summary_FFN_maz-16590,17.5,5.742857,2.085714,35,5.5,7.5,1.0,1.0,0.0,0.085714,0.028571,0.285714,0.085714,0.102564,0.085714,0.057143,0.028571,0.228571,0.228571,0.909091,9.712375,1.5,1.0,1.0,2.0,0.112974,0.385756,0.237568
summary_FFN_maz-1679,15.166667,5.626374,1.912088,91,3.833333,6,0.833333,0.333333,0.0,0.164835,0.065934,0.208791,0.098901,0.107843,0.142857,0.032967,0.032967,0.197802,0.098901,0.752941,8.136224,2.5,0.5,1.166667,1.0,0.252864,0.468128,0.18949
summary_FFN_maz-16987,24.0,6.8125,2.4375,48,5.5,8.5,2.0,0.0,0.0,0.125,0.0625,0.208333,0.083333,0.111111,0.145833,0.020833,0.041667,0.229167,0.1875,0.73913,7.822044,3.0,0.5,3.5,2.0,0.102107,0.472904,0.137353
summary_FFN_maz-17062,19.857143,5.755396,2.064748,139,5.285714,6.857143,0.714286,0.142857,0.0,0.143885,0.057554,0.230216,0.100719,0.091503,0.172662,0.043165,0.035971,0.201439,0.122302,0.69697,8.517967,2.857143,0.857143,2.428571,1.142857,0.114805,0.460483,0.234952
summary_FFN_maz-17091,19.0,5.242105,1.810526,95,5.4,7.2,1.0,0.4,0.0,0.178947,0.052632,0.252632,0.031579,0.095238,0.178947,0.042105,0.063158,0.168421,0.094737,0.722222,8.628682,3.4,0.8,2.8,1.8,0.184988,0.31962,0.253744
summary_FFN_maz-17254,17.875,5.755245,2.041958,143,5.25,6,0.75,0.5,0.0,0.132867,0.034965,0.223776,0.06993,0.089172,0.132867,0.041958,0.027972,0.188811,0.111888,0.651852,8.452614,2.375,0.75,1.875,1.5,0.166384,0.355079,0.106033
summary_FFN_maz-17300,18.666667,5.321429,1.857143,56,4.333333,7,1.333333,0.666667,0.0,0.160714,0.071429,0.160714,0.053571,0.138462,0.125,0.053571,0.035714,0.232143,0.107143,0.867925,6.837333,3.0,1.0,1.666667,1.333333,0.179064,0.453131,0.137854
summary_FFN_maz-17539,25.25,6.287129,2.158416,101,6.25,9.25,1.5,0.5,0.0,0.138614,0.059406,0.178218,0.089109,0.106195,0.148515,0.069307,0.0,0.158416,0.148515,0.783505,8.138916,3.5,1.75,2.5,2.0,0.15614,0.36508,0.261416
summary_FFN_maz-1757,18.0,5.597222,1.9375,144,5.5,6,0.875,0.625,0.0,0.145833,0.0625,0.243056,0.090278,0.09434,0.159722,0.069444,0.020833,0.180556,0.131944,0.676471,7.897459,2.625,1.25,2.375,1.25,0.189146,0.26088,0.214446
summary_FFN_maz-17673,18.0,6.388889,2.5,36,5.0,5.5,1.5,0.0,0.5,0.138889,0.055556,0.194444,0.083333,0.121951,0.138889,0.083333,0.083333,0.277778,0.083333,0.823529,8.790416,2.5,1.5,2.0,1.5,0.104153,0.484226,0.195179
summary_FFN_maz-17698,31.666667,5.610526,2.0,95,10.0,9.666667,1.666667,0.333333,0.0,0.094737,0.031579,0.242105,0.063158,0.12037,0.126316,0.073684,0.010526,0.189474,0.2,0.717391,8.410062,3.0,2.333333,2.666667,2.0,0.144542,0.293538,0.180028
summary_FFN_maz-17706,19.0,6.0,2.052632,19,5.0,7,1.0,1.0,0.0,0.157895,0.052632,0.157895,0.052632,0.095238,0.105263,0.105263,0.052632,0.157895,0.157895,0.944444,7.440929,3.0,2.0,0.0,3.0,0.05967,0.499569,0.0
summary_FFN_maz-17953,26.0,5.596154,1.980769,52,7.0,6,2.0,0.5,0.0,0.173077,0.057692,0.25,0.096154,0.103448,0.115385,0.038462,0.115385,0.153846,0.019231,0.86,7.931442,4.5,1.0,1.5,4.5,0.204553,0.351284,0.142559
summary_FFN_maz-18006,20.0,5.6,1.975,80,5.0,6,1.0,0.0,0.25,0.1625,0.0625,0.175,0.075,0.090909,0.125,0.05,0.025,0.2,0.1,0.828947,8.161152,3.25,1.0,1.5,1.75,0.318815,0.408081,0.292322
summary_FFN_maz-18160,33.5,5.798507,2.0,134,8.5,8.5,1.75,0.25,0.0,0.134328,0.059701,0.19403,0.104478,0.075862,0.126866,0.052239,0.08209,0.149254,0.11194,0.7,8.208203,4.5,1.75,2.75,5.0,0.169467,0.41927,0.179705
